Arttırılabilir Azami Bellek:,Bağlantı Girişleri:,Bağlantılar:,Cihaz Ağırlığı:,Dokunmatik Ekran:,Ekran Boyutu:,Ekran Kartı Bellek Tipi:,Ekran Kartı Hafızası:,Ekran Kartı Tipi:,Ekran Kartı:,Ekran Özelliği:,Garanti Tipi:,Görüntü Kalitesi:,HDMI:,Hard Disk Kapasitesi:,Kapasite:,Klavye:,Kullanım Amacı:,Optik Sürücü Tipi:,Optik Sürücü:,Panel Tipi:,Ram (Sistem Belleği):,Renk:,SSD Kapasitesi:,Web Color:,Çözünürlük Standartı:,Çözünürlük:,İşlemci Frekansı:,İşlemci Hızı (GHz):,İşlemci Modeli:,İşlemci Nesli:,İşlemci Tipi:,İşlemci Çekirdek Sayısı:,İşletim Sistemi:,Şarjlı Kullanım Süresi:,url,price
32 GB,,HDMI,2 kg ve Altı,Yok,"15,6 inç",GDDR5,2 GB,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,HD Ready,,,Yok,Numerik Tuşlar Yok,Ofis - İş,Yok,,IPS,8 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,,43497,10510U,10. Nesil,Intel Core i7,2,Windows,3 Saat ve Altı,https://www.trendyol.com//dell/latitude-3510-i7-10510u-8gb-256gb-ssd-2gb-mx230-15-6-windows-10-pro-p-46430365,9.050 TL
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2060,Full HD,,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,,480 GB,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//casper/excalibur-g900-1075-be60x-d-intel-10-nesil-i7-10750h-16gb-ram-480gb-ssd-6gb-rtx2060-dos-p-51568583,14.699 TL
,,,2 - 4 kg,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,64 GB,Gri,512 GB,,,1920 x 1080,,,3500U,Ryzen,AMD Ryzen 5,4,Windows,,https://www.trendyol.com//hp/255-g7-2d231ea10-ryzen5-3500u-64gb-512ssd-15-6-w10h-fhd-tasinabilir-bilgisayar-p-63086589,8.899 TL
,,,2 - 4 kg,Var,14 inç,GDDR5,2 GB,Harici,Nvidia GeForce MX330,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,,,1035G1,10. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//lenovo/ideapad-flex-5-14iil05-intel-core-i5-1035g1-8gb-512gb-ssd-mx330-w10-home-14-fhd-81x1008ktx1-p-63010663,8.999 TL
,,,2 - 4 kg,,"15,6 inç",,,Harici,Paylaşımlı,,Distribütör Garantili,,,,,,Ev - Okul,,,,16 GB,Gri,,,Full HD (FHD),,,,9750H,9. Nesil,Intel Core i7,6,Windows,,https://www.trendyol.com//dell/xps-15-7590-fs75wp165n01-i7-9750h-16gb-1tbssd-4gb-15-6-w10-pro-tasinabilir-bilgisayar-p-35854766,16.949 TL
32 GB,,,2 - 4 kg,,"17,3 inç",,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650 Ti,,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,,,IPS,8 GB,,256 GB,,,1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,3 Saat ve Altı,https://www.trendyol.com//casper/excalibur-g780-1075-8uj0x-intel-10-nesil-i7-1075-8gb-ram-256gb-m2-ssd-4gb-gtx1650ti-dos-p-39574932,10.469 TL
,,,2 kg ve Altı,Yok,14 inç,GDDR5,4 GB,Harici,Nvidia GeForce MX250,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Pembe,512 GB,,,1920 x 1080,,,1065G7,10. Nesil,Intel Core i7,4,Windows,,https://www.trendyol.com//lenovo/rose-hp-pavilion-14-ce3004nt-intel-core-i7-1065g7-8gb-512gb-ssd-mx250-w10-pro-14-fhd-3h906eaa12-p-53744750,"10.496,49 TL"
32 GB,,,2 - 4 kg,,"17,3 inç",,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650 Ti,,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,,,IPS,16 GB,,512 GB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,8,Windows,3 Saat ve Altı,https://www.trendyol.com//casper/excalibur-g780-1030-bvj0f-intel-10-nesil-i5-10300h-16gb-ram-512gb-ssd-4gb-gtx1650ti-w10-p-39574104,11.279 TL
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070,Full HD,Casper Türkiye Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,,500 GB,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//casper/excalibur-g900-1075-bv70x-b-intel-10-nesil-i7-10750h-16gb-ram-500gb-nvme-ssd-6gb-rtx2070-dos-p-62435956,15.199 TL
,,,2 - 4 kg,Yok,14 inç,DDR4,Paylaşımlı,Dahili,Dahili Ekran Kartı,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,8 GB,Siyah,256 GB,,,1366 x 768,,,10110U,9. Nesil,Intel Core i3,2,Ubuntu,,https://www.trendyol.com//dell/n002l341014emea_ubu-i3-10110-8gb-256gb-ssd-14-ubuntu-p-48959634,5.199 TL
32 GB,,,2 - 4 kg,,"17,3 inç",,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650 Ti,,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,,,IPS,8 GB,,1 TB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,8,Free Dos,3 Saat ve Altı,https://www.trendyol.com//casper/excalibur-g780-1030-8fj0x-intel-10-nesil-i5-1030-8gb-ram-1tb-ssd-4gb-gtx1650ti-dos-p-39574245,10.809 TL
,,,2 kg ve Altı,Yok,14 inç,GDDR5,4 GB,Dahili,AMD,Full HD,Distribütör Garantili,,,,16 GB,Q İngilizce,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,,,4500U,4. Nesil,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//xiaomi/redmibook-amd-ryzen-5-4500u-16gb-8gb-ddr4-512gb-ssd-14-freedos-p-51557859,"11.569,14 TL"
16 GB,,HDMI,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,HD Ready,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,1 - 2,10210U,10. Nesil,Intel Core i5,4,Free Dos,4 - 6 Saat,https://www.trendyol.com//hp/15-da2080nt-intel-core-i5-10210u-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-1s7y1ea-p-47611439,6.699 TL
,,HDMI,2 kg ve Altı,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Dahili Ekran Kartı,HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,Yok,,TN,4 GB,Siyah,256 GB,,QHD,1366 x 768,,2 - 3,6006U,6. Nesil,Intel Core i3,2,Linux,4 - 6 Saat,https://www.trendyol.com//acer/aspire-a315-54k-intel-i3-6006u-4-gb-256gb-ssd-15-6-linux-tasinabilir-bilgisayar-nx-heey-00e-p-55431319,4.799 TL
,,Bluetooth,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Intel UHD Graphics 620,HD,Distribütör Garantili,,Var,,4 GB,Q Türkçe,Ev - Okul,Yok,,TN,4 GB,Gri,256 GB,,HD Ready (HD),1366 x 768,,,1005G1,10. Nesil,Intel Core i3,2,Windows,6 Saat ve Üstü,https://www.trendyol.com//asus/asus-x509ja-br089t-intel-core-i3-1005g1-4gb-256gb-ssd-15-6-windows-10-home-tasinabilir-bilgisayar-p-51631707,5.499 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Harici,Nvidia GeForce RTX 2060,Full HD,Distribütör Garantili,,,,1 TB,Numerik Tuşlu Aydınlatmalı,Oyun,Yok,,IPS,16 GB,Gri,256 GB,,,1920 x 1080,,2 - 3,10750H,10. Nesil,Intel Core i7,6,Free Dos,4 - 6 Saat,https://www.trendyol.com//lenovo/legion-5-15imh-i7-10750h-16gb-1tb-256gb-ssd-81y600fmtx-fdos-15-6-p-55417208,14.499 TL
,,,2 kg ve Altı,Yok,"11,6 inç",DDR2 + DDR3,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,İthalatçı Garantili,,Var,,32 GB,Q Türkçe,Ofis - İş,Yok,,,2 GB,Siyah,32 GB,,,1920 x 1080,,3 - 4,Z3735F,8. Nesil,Intel Atom,1,Windows,,https://www.trendyol.com//ixtech/thinbook-intel-atom-z3735f-2gb-32gb-emmc-windows-10-home-11-6-fhd-p-48491446,2.239 TL
,,Bluetooth,2 kg ve Altı,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,AMD Radeon Vega 3,Full HD,Distribütör Garantili,HD Ready,Yok,,256 GB,Q Türkçe,Ofis - İş,Yok,,TN,8 GB,Gümüş,256 GB,,,1366 x 768,,2 - 3,3200U,Ryzen,AMD Ryzen 3,2,Windows,,https://www.trendyol.com//lenovo/81ut00d8tx-ideapad-s145-ryzen3-3200u-8gb-ram-256gb-ssd-vega3-graphics-15-6-hd-w10-laptop-silver-p-41900880,5.450 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia Quadro T2000,QHD,İthalatçı Garantili,,,,Yok,Aydınlatmalı,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,1920 x 1200,,,10885H,9. Nesil,Intel Core i9,8,Windows,,https://www.trendyol.com//dell/precision-m5550-t01-i9-10885h-16gb-1tb-ssd-t2000-w10pro-15-6-fhd-tasinabilir-is-istasyonu-p-66186993,"24.149,01 TL"
,,HDMI,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650 Ti,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,2 - 3,10300H,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/ideapad-gaming-3-i5-10300h-16gb-512gb-ssd-120hz-ips-gtx1650ti-4gb-fdos-15-6-fhd-81y400lqtx-p-47590778,9.199 TL
,,,2 kg ve Altı,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Intel HD Graphics 5300,Full HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ev - Okul,Yok,,,8 GB,Siyah,256 GB,,,1920 x 1080,,,1035G1,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//hp/340s-g7-9hr36es-i5-1035g1-8gb-256ssd-freedos-14-fullhd-tasinabilir-bilgisayar-p-47947979,"6.449,99 TL"
,,,2 kg ve Altı,Yok,14 inç,DDR4,Paylaşımlı,Dahili,Dahili Ekran Kartı,HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ev - Okul,Yok,,,4 GB,Siyah,256 GB,,,1366 x 768,,,1005G1,10. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//acer/a514-53-intel-core-i3-1005g1-4gb-256gb-ssd-windows-10-home-14-tasinabilir-bilgisayar-nx-huney-001-p-52883069,4.749 TL
4 GB,,HDMI,2 kg ve Altı,,"15,6 inç",DDR4,Paylaşımlı,Dahili,Paylaşımlı,HD,Distribütör Garantili,HD Ready,,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,4 GB,,240 GB,,HD Ready (HD),1366 x 768,,1 - 2,5005U,5. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//casper/nirvana-c350-5005-4d00t-intel-core-i3-5005u-4gb-ram-240gb-ssd-windows-home-p-40439348,4.899 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR,Paylaşımlı,Dahili,AMD Radeon Vega 10,Full HD,Distribütör Garantili,,Var,,512 GB,Q Türkçe,Ofis - İş,Yok,,TN,8 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,,,3700U,Ryzen,AMD Ryzen 7,2,Free Dos,4 - 6 Saat,https://www.trendyol.com//lenovo/ideapad-s145-15api-amd-ryzen-7-3700u-8gb-512gb-ssd-freedos-15-6-fhd-pc-81ut001atx-p-51044485,"7.199,99 TL"
,,HDMI,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Harici,Nvidia Geforce GTX1660 Ti,Full HD,Distribütör Garantili,,Var,1 TB,1 TB,Q Türkçe,Oyun,Yok,,IPS,16 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,3 - 4,4600H,Ryzen,AMD Ryzen 5,6,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//hp/ryzen-5-4600h-16gb-1tb-256-gb-ssd-gtx-1650-ti-freedos-15-6-fhd-1u6b2ea-laptop-p-51659293,9.499 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,Paylaşımlı,Dahili,Dahili Ekran Kartı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,8 GB,Gümüş,256 GB,,,1920 x 1080,,,3250U,10. Nesil,AMD Ryzen 3,4,Free Dos,,https://www.trendyol.com//lenovo/ideapad-3-amd-ryzen-3-3250u-8gb-256gb-ssd-freedos-15-6-fhd-81w100-jrtx-bilgisayar-p-62819060,5.399 TL
8 GB,,HDMI,2 kg ve Altı,Yok,"15,6 inç",DDR5,2 GB,Harici,Nvidia GeForce MX110,Full HD,Distribütör Garantili,HD Ready,Var,250 GB,8 GB,Q Türkçe,Ofis - İş,Yok,DVD Yazıcı,TN,8 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,2 - 3,1035G1,10. Nesil,Intel Core i5,8,Free Dos,4 - 6 Saat,https://www.trendyol.com//hp/250-g7-1q3b0es-i5-1035g1-4gb-256g-ssd-mx110-2gb-dos-15-6-notebook-p-55776899,6.899 TL
32 GB,,,2 - 4 kg,,"15,6 inç",,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070,,Distribütör Garantili,,,,1 TB,Q Türkçe,Oyun,,,IPS,32 GB,,1 TB,,,1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Windows,6 Saat ve Üstü,https://www.trendyol.com//casper/excalibur-g900-1075-d770r-intel-10-nesil-i7-1075-32gb-ram-1tb-1tb-ssd-8gb-rtx2070-w10pro-p-39573488,19.099 TL
,,,2 kg ve Altı,Yok,"13,3 inç",DDR4,Paylaşımlı,Dahili,Intel Iris Plus Graphics 645,Retina,Distribütör Garantili,,,,512 GB,Q Türkçe,Ev - Okul,Yok,,,8 GB,Gri,512 GB,,,2560 x 1600,,,10210U,10. Nesil,Intel Core i5,4,Mac Os,,https://www.trendyol.com//apple/macbook-air-intel-core-i5-8gb-512gb-ssd-macos-13-3-tasinabilir-bilgisayar-mvh22tu-a-uzay-grisi-p-40636768,12.999 TL
,,,2 kg ve Altı,Yok,14 inç,GDDR5,2 GB,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,20 GB,Gri,1 TB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,8,Windows,,https://www.trendyol.com//dell/vostro-5490-n4105vn5490emea18-i5-10210u-20gb-1tb-1tbssd-fdos-2gb-fhd-tasinabilir-bilgisayar-p-43514363,8.949 TL
,,,,Yok,"15,6 inç",,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650 Ti,,Distribütör Garantili,,,,Yok,Numerik Tuşlu,Oyun,Yok,,,16 GB,,512 GB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//hp/1u5r1ea-15-dk1001nt-i5-10300h-16gb-512ssd-15-6-w10h-gtx1650ti-p-47373823,"10.156,43 TL"
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,256 GB,,,1920 x 1080,,,4600U,Ryzen,AMD Ryzen 7,6,Free Dos,,https://www.trendyol.com//lenovo/e15-20t8001utx01-ryzen7-4700u-8gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-58936310,7.499 TL
16 GB,,HDMI,2 - 4 kg,Yok,"15,6 inç",DDR,Paylaşımsız,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,4 GB,Siyah,256 GB,,Full HD (FHD),1280 x 800,3.00 GHz üstü,3 - 4,1005G1,10. Nesil,Intel Core i3,2,Free Dos,3 Saat ve Altı,https://www.trendyol.com//dell/vostro-3501-core-i3-1005g1-4gb-256gb-ssd-15-6-hd-freedos-n6502vn3501emea0_u-laptop-p-61601858,4.769 TL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//lenovo/thinkpad-p53-20qn0064tx11-i7-9750h-64gb-1-tb-1tb-ssd-4gb-15-6-w10pro-tasinabilir-bilgisayar-p-38549378,21.214 TL
,,,2 - 4 kg,Yok,14 inç,DDR4,Paylaşımlı,Dahili,Paylaşımlı,Retina,Distribütör Garantili,,,,1 TB,Q Türkçe,Ev - Okul,Yok,,,2 GB,Gri,1 TB,,,2560 x 1600,,,9880H,9. Nesil,Intel Core i9,8,Mac Os,,https://www.trendyol.com//apple/macbook-pro-mvvk2tu-a-t-bar-i9-2-3ghz-16gb-1tb-8-core-16-s-g-p-33291953,29.299 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Beyaz,512 GB,,,1920 x 1080,,,10110U,10. Nesil,Intel Core i3,4,Windows,,https://www.trendyol.com//hp/15-da2095nt-1s7z6ea17-i3-10110u-16gb-512ssd-15-6-w10h-fhd-tasinabilir-bilgisayar-p-63090547,7.099 TL
8 GB,,HDMI,2 kg ve Altı,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Intel UHD Graphics 600,Full HD,Distribütör Garantili,HD Ready,Var,,128 GB,Q Türkçe,Ev - Okul,Yok,,TN,4 GB,Siyah,128 GB,,HD Ready (HD),1366 x 768,3.00 GHz üstü,2 - 3,N4000,10. Nesil,Intel Celeron,2,Windows,6 Saat ve Üstü,https://www.trendyol.com//acer/aspire-a315-34-intel-celeron-n4020-4gb-128gb-ssd-windows-10-home-15-6-fhd-dizustu-bilgisayar-p-65494964,4.140 TL
,,,2 kg ve Altı,Yok,14 inç,DDR4,Paylaşımlı,Dahili,AMD,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,12 GB,Gri,256 GB,,,1366 x 768,,,3250U,Ryzen,AMD Ryzen 3,2,Free Dos,,https://www.trendyol.com//lenovo/ideapad-3-amd-ryzen-3-3250u-12gb-256gb-ssd-freedos-14-tasinabilir-bilgisayar-81w00057tx2-p-56657026,5.699 TL
,,,2 kg ve Altı,Yok,"14,1 inç",DDR4,8 GB,Dahili,Intel HD Graphics 400,Full HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gümüş,256 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//huawei/gumus-matebook-d-14-intel-256-gb-8-gb-mystic-leptop-p-54554885,7.699 TL
,,,2 - 4 kg,,"15,6 inç",DDR4,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,,Distribütör Garantili,,,,1 TB,Q Türkçe,Oyun,,,,8 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,,4 +,3550H,3. Nesil,AMD Ryzen 5,4,Free Dos,,https://www.trendyol.com//hp/pavilion-15-ec0007nt-amd-ryzen-5-3550h-8gb-1tb-256gb-ssd-gtx1650-freedos-15-6-8bw49ea-p-31969950,7.999 TL
,,,2 kg ve Altı,Yok,14 inç,SD,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,,,1035G4,10. Nesil,Intel Core i5,2,Free Dos,,https://www.trendyol.com//lenovo/ideapad-3-i5-1035g7-14fhd-8gb-512ssd-dos-81wd00fgtx-p-57350481,"8.826,84 TL"
,,,2 kg ve Altı,Var,"13,3 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,,,10510U,10. Nesil,Intel Core i7,8,Windows,,https://www.trendyol.com//lenovo/thinkbook-plus-20tg005rtx03-i7-10510u-32gb-1tbssd-13-3-fhd-w10p-tasinabilir-bilgisayar-p-48456871,12.549 TL
,,,2 kg ve Altı,Yok,14 inç,GDDR5,Paylaşımsız,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ofis - İş,Yok,,,4 GB,Gri,256 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,1,Ubuntu,,https://www.trendyol.com//dell/vostro-5490-intel-core-i5-n4105vn5490emea01-p-65663913,7.120 TL
,,HDMI,2 kg ve Altı,Yok,14 inç,DDR3,Paylaşımlı,Dahili,Dahili Ekran Kartı,Full HD,Distribütör Garantili,,Var,,512 GB,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,4 +,10510U,10. Nesil,Intel Core i7,4,Free Dos,3 Saat ve Altı,https://www.trendyol.com//asus/expertbook-b9450fa-intel-core-i7-10510u-16gb-512gb-ssd-freedos-14-fhd-p-53584837,13.199 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR,Paylaşımlı,Dahili,Intel HD Graphics 520,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,4 GB,Siyah,128 GB,,,1366 x 768,,,N3350,1. Nesil,Intel Celeron,2,Free Dos,,https://www.trendyol.com//asus/x540na-gq063z1-celeron-n3350-4gb-128gb-ssd-fdos-15-6-p-60122217,"4.362,62 TL"
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,4 GB,Harici,Nvidia GeForce GTX1650 Ti,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,,64 GB,Gri,256 GB,,,1920 x 1080,,,10750H,10. Nesil,Intel Core i7,8,Free Dos,,https://www.trendyol.com//dell/g315-4b750f85c18-i7-10750h-64gb-256ssd-gtx1650ti-freedos-15-6-fhd-tasinabilir-bilgisayar-p-58932862,12.999 TL
32 GB,,HDMI,2 kg ve Altı,Yok,"15,6 inç",GDDR6,6 GB,Harici,Nvidia GeForce RTX2060,Full HD,Distribütör Garantili,HD Ready,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,32 GB,Gri,1 TB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,2 - 3,10750H,10. Nesil,Intel Core i7,6,Free Dos,4 - 6 Saat,https://www.trendyol.com//lenovo/legion-7-15imh05-81yt008ntx-i7-10750h-32gb-1tb-ssd-6gb-rtx2060-15-6-freedos-p-59272261,20.009 TL
,,Bluetooth,2 kg ve Altı,Yok,14 inç,GDDR5,2 GB,Harici,AMD Radeon RX 640,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,512 GB,,,1920 x 1080,,,10510U,10. Nesil,Intel Core i7,4,Free Dos,4 - 6 Saat,https://www.trendyol.com//lenovo/thinkpad-e14-20ras04k00-intel-core-i7-10510u-16gb-512gb-ssd-rx640-14-freedos-p-41216452,11.659 TL
,,,2 kg ve Altı,Yok,14 inç,DDR4,Paylaşımlı,Dahili,AMD,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,12 GB,Gri,512 GB,,,1366 x 768,,,3250U,Ryzen,AMD Ryzen 3,2,Free Dos,,https://www.trendyol.com//lenovo/ideapad-3-amd-ryzen-3-3250u-12gb-512gb-ssd-freedos-14-tasinabilir-bilgisayar-81w00057tx5-p-56657038,5.999 TL
16 GB,,HDMI,2 - 4 kg,Yok,"16,1 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,Full HD,Distribütör Garantili,,Var,1 TB,1 TB,Aydınlatmalı,Oyun,Yok,,IPS,16 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,2 - 3,10300H,10. Nesil,Intel Core i5,4,Windows,6 Saat ve Üstü,https://www.trendyol.com//hp/pavilion-gaming-16-a0006nt-core-i5-10300h-16gb-1tb-256gb-ssd-gtx1650-w10-16-1-fhd-1y7e0ea-p-51755959,9.999 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,20 GB,Gri,512 GB,,,1920 x 1080,,,3500U,Ryzen,AMD Ryzen 5,2,Windows,,https://www.trendyol.com//asus/d509da-ej181a23-amd-ryzen-5-3500u-20gb-512gb-ssd-w10-pro-15-6-fhd-p-58131331,"8.765,64 TL"
,,,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Harici,Nvdia GeForce RTX 2070,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,64 GB,Gri,2 TB,,,1920 x 1080,,2 - 3,10750H,10. Nesil,Intel Core i7,6,Windows,,https://www.trendyol.com//lenovo/siyah-thinkstation-t15g-intel-core-i7-dizustu-bilgisayar-p-63118184,"31.400,18 TL"
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,2 GB,Harici,Nvidia GeForce MX130,Full HD,Distribütör Garantili,,,,500 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Siyah,512 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/intel-i5-10210u-8gb-ram-512gb-ssd-mx130-fdos-15-6-fhd-tasinabilir-bilgisayar-p-51562284,7.499 TL
32 GB,,Bluetooth,2 - 4 kg,Yok,"17,3 inç",GDDR6,4 GB,Harici,Nvidia GeForce GTX1650 Ti,Full HD,Distribütör Garantili,,Var,,512 GB,Q Türkçe,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,4 +,10750H,10. Nesil,Intel Core i7,6,Linux,4 - 6 Saat,https://www.trendyol.com//acer/ph317-54-78cw-i7-10750h-16gb-512ssd-gtx1650ti-17-3-linux-nh-q9uey-002-p-48919516,12.999 TL
